address,name,stars,longitude,postal_code,business_id,latitude,review_count,categories,city,is_open,hours,attributes,state
22230 Lorain Rd,Fairview Cycle & Lock,5.0,-81.8664215,44126,qz3Gx8mlarWFPiNzR8rung,41.4410889,7,Shopping|Bike Repair/Maintenance|Motorcycle Repair|Home Services|Local Services|Bikes|Sporting Goods|Automotive|Keys & Locksmiths,Cleveland,1,Monday@0:0-0:0|Tuesday@10:0-18:0|Wednesday@10:0-18:0|Thursday@10:0-18:0|Friday@10:0-17:0|Saturday@10:0-17:0|Sunday@12:0-15:0,"BusinessParking@garage@False, street@True, validated@False, lot@True, valet@False, BusinessAcceptsCreditCards@True, RestaurantsPriceRange2@2, ByAppointmentOnly@False, BikeParking@True",OH
2000 Prospect Ave,Bert L & Iris S Wolstein Center,3.0,-81.6768886,44115,mzrV7BFaQ9mMl1pS4vfm1A,41.49925966,26,Arts & Entertainment|Event Planning & Services|Venues & Event Spaces|Music Venues|Nightlife|Stadiums & Arenas,Cleveland,1,Monday@10:0-18:0|Tuesday@10:0-18:0|Wednesday@10:0-18:0|Thursday@10:0-18:0|Friday@10:0-18:0,"Alcohol@ubeer_and_wine, BusinessAcceptsCreditCards@True, GoodForKids@True, BusinessParking@garage@True, street@True, validated@False, lot@False, valet@False",OH
5790 Mayfield Rd,Dunkin Donuts,2.5,-81.4707515,44124,wdYEC6DIO6O4d-ouB72x9g,41.519619,14,Restaurants|Coffee & Tea|Food|Donuts,Cleveland,1,,"BusinessParking@garage@False, street@False, validated@False, lot@True, valet@False, RestaurantsTakeOut@True, BusinessAcceptsCreditCards@True, BikeParking@True, Caters@False, OutdoorSeating@False, WiFi@free, RestaurantsPriceRange2@1",OH
11604 Detroit Ave,Arabica,4.0,-81.767623,44102,GYMP2opfj0-dAf_3rWZEjA,41.483587,8,Restaurants|Food|Coffee & Tea,Cleveland,0,,"BusinessAcceptsCreditCards@True, RestaurantsPriceRange2@1, BusinessParking@garage@False, street@True, validated@False, lot@False, valet@False, WiFi@ufree",OH
11521 Clifton Blvd,EZ Shop,4.5,-81.7672087,44102,fMGGlY9MhlZZOSvgagBB0g,41.4869059,7,Automotive|Food|Gas Stations|Beer|Wine & Spirits|Convenience Stores,Cleveland,1,Monday@6:0-1:0|Tuesday@6:0-1:0|Wednesday@6:0-1:0|Thursday@6:0-1:0|Friday@6:0-1:0|Saturday@6:0-1:0|Sunday@8:0-1:0,"BusinessAcceptsCreditCards@True, Caters@False, BusinessParking@garage@False, street@False, validated@False, lot@False, valet@False, RestaurantsPriceRange2@2",OH
2133 Murray Hill Rd,Hair In Motion,4.0,-81.5992134,44106,jnPCBM39mGZ1eINC1t971A,41.5051275,11,Shopping|Cosmetics & Beauty Supply|Hair Salons|Beauty & Spas,Cleveland,1,Monday@12:0-20:0|Wednesday@12:0-18:0|Thursday@12:0-20:0|Friday@9:30-16:0|Saturday@9:30-16:0,"BusinessParking@garage@False, street@True, validated@False, lot@False, valet@False, RestaurantsPriceRange2@2, BusinessAcceptsCreditCards@True, GoodForKids@True, ByAppointmentOnly@False",OH
13461 Lorain Ave,Lavish Nails,3.5,-81.784493,44111,0exoQIwLDlCrBRXsrI_WDQ,41.456556,3,Beauty & Spas|Nail Technicians|Nail Salons,Cleveland,1,Monday@10:0-18:0|Tuesday@10:0-18:0|Wednesday@10:0-18:0|Thursday@10:0-18:0|Friday@10:0-18:0|Saturday@10:0-16:0,,OH
410 Superior Ave E,United States Post Office,2.0,-81.6911687,44114,qW1EuWhjtxwu0BiEZNgoxw,41.5009109,7,Public Services & Government|Post Offices,Cleveland,1,Monday@9:0-16:0|Tuesday@9:0-16:0|Wednesday@9:0-16:0|Thursday@9:0-16:0|Friday@9:0-16:0,,OH
325 Superior Ave,Cleveland Public Library,4.5,-81.6917566,44114,IPkCm4fkX6ok1ugPQ0ZxDw,41.5011607,34,Libraries|Public Services & Government,Cleveland,1,Monday@10:0-18:0|Tuesday@10:0-18:0|Wednesday@10:0-18:0|Thursday@10:0-18:0|Friday@10:0-18:0|Saturday@10:0-18:0,WiFi@ufree,OH
,kiddys kingdom,1.0,-81.5047772,44122,Mj3MfOW3J6RrGjfn0pCGzQ,41.4766201,4,Professional Services|Gluten-Free|Party & Event Planning|Pizza|Event Planning & Services|Clowns|Restaurants|Marketing|Magicians,Cleveland,1,Monday@9:0-18:0|Tuesday@9:0-18:0|Wednesday@9:0-18:0|Thursday@9:0-18:0|Friday@9:0-18:0|Saturday@9:0-18:0|Sunday@9:0-18:0,BusinessAcceptsCreditCards@True,OH
6850 Brook Park Rd,Dennys,1.5,-81.73227839,44129,1Mf0UInsuxMNfJjzy0rTBQ,41.41908105,43,Diners|American (Traditional)|Restaurants|Breakfast & Brunch,Cleveland,1,Monday@0:0-0:0|Tuesday@0:0-0:0|Wednesday@0:0-0:0|Thursday@0:0-0:0|Friday@0:0-0:0|Saturday@0:0-0:0|Sunday@0:0-0:0,"BusinessAcceptsCreditCards@True, RestaurantsTakeOut@True, RestaurantsDelivery@False, GoodForMeal@dessert@False, latenight@False, lunch@False, dinner@False, brunch@True, breakfast@False, RestaurantsReservations@False, BusinessParking@garage@False, street@False, validated@False, lot@False, valet@False, Alcohol@none, RestaurantsAttire@casual, NoiseLevel@average, Caters@False, OutdoorSeating@False, HasTV@False, RestaurantsPriceRange2@1, WiFi@free, Ambience@romantic@False, intimate@False, classy@False, hipster@False, divey@False, touristy@False, trendy@False, upscale@False, casual@False, BikeParking@True, RestaurantsGoodForGroups@True, GoodForKids@True",OH
6177 Pearl Rd,Valero Car Wash At Yorktown,4.5,-81.758542,44130,S89Db8NUWINFRg0sj-mbqQ,41.3931419,6,Auto Parts & Supplies|Automotive,Cleveland,1,,,OH
26380 Curtiss Wright Pkwy,Cleveland Jet Center,3.5,-81.48816,44143,Xk05B3MApfGZB-s3vQkuyA,41.567384,3,Hotels & Travel|Airports,Cleveland,1,Monday@6:0-23:0|Tuesday@6:0-23:0|Wednesday@6:0-23:0|Thursday@6:0-23:0|Friday@6:0-23:0|Saturday@6:0-23:0|Sunday@6:0-23:0,,OH
7412 Detroit Ave,Happys Pizza,2.0,-81.7362458,44102,CtYWpX_cy1YdZgoKtS0Tqg,41.4827699,18,Restaurants|Pizza|Barbeque|Chicken Wings,Cleveland,1,Monday@10:0-0:0|Tuesday@10:0-0:0|Wednesday@10:0-0:0|Thursday@10:0-0:0|Friday@10:0-1:0|Saturday@10:0-1:0|Sunday@11:0-0:0,"RestaurantsPriceRange2@1, WiFi@uno, RestaurantsGoodForGroups@True, RestaurantsDelivery@True, BusinessAcceptsCreditCards@True, GoodForKids@False, RestaurantsReservations@False, RestaurantsAttire@ucasual, OutdoorSeating@False, RestaurantsTakeOut@True, HasTV@False, BikeParking@False, Alcohol@unone, BusinessParking@garage@False, street@False, validated@False, lot@False, valet@False, Ambience@romantic@False, intimate@False, classy@False, hipster@False, divey@False, touristy@False, trendy@False, upscale@False, casual@False, NoiseLevel@uvery_loud",OH
1153 Main Ave,Nautica Queen Cruise Ship,3.0,-81.7036271,44113,dPIQurJHDMt1KDlXolNFhw,41.4973443,37,Restaurants|Event Planning & Services|Bus Tours|Hotels & Travel|Tours|American (Traditional)|Boat Charters|American (New),Cleveland,1,Monday@12:0-14:0|Tuesday@9:0-17:0|Wednesday@9:0-17:0|Thursday@9:0-17:0|Friday@9:0-17:0|Saturday@10:0-18:0|Sunday@10:0-16:0,"RestaurantsDelivery@False, OutdoorSeating@True, RestaurantsAttire@ucasual, RestaurantsReservations@True, BusinessParking@garage@False, street@False, validated@False, lot@False, valet@False, Ambience@romantic@False, intimate@False, touristy@False, hipster@False, divey@False, classy@False, trendy@False, upscale@False, casual@False, RestaurantsTakeOut@False, HasTV@False, GoodForKids@False, RestaurantsGoodForGroups@True, NoiseLevel@uaverage, Caters@True, RestaurantsPriceRange2@3, Alcohol@ufull_bar, BusinessAcceptsCreditCards@True, WiFi@uno, WheelchairAccessible@False",OH
14000 Broadway Ave,Garfield Hts License Bureau,3.0,-81.5845207,44125,Y6dEn2iSlFHOefr--8GfMg,41.4251535,5,Departments of Motor Vehicles|Public Services & Government,Cleveland,1,,,OH
5382 State Rd,Melys Kainan,4.5,-81.710924,44134,a1_ZedhXo5mVflOV471pCA,41.414498,22,Filipino|Restaurants,Cleveland,1,Tuesday@11:0-19:0|Wednesday@11:0-19:0|Thursday@11:0-19:0|Friday@11:0-19:0|Saturday@11:0-19:0|Sunday@12:0-17:0,"RestaurantsTakeOut@True, WiFi@uno, RestaurantsGoodForGroups@False, Caters@True, RestaurantsAttire@ucasual, RestaurantsPriceRange2@1, RestaurantsDelivery@False, NoiseLevel@uaverage, BusinessAcceptsCreditCards@True, GoodForKids@False, BikeParking@False, RestaurantsReservations@False, Ambience@None, GoodForMeal@None, BusinessParking@garage@False, street@False, validated@False, lot@True, valet@False, OutdoorSeating@False, HasTV@False, Alcohol@unone",OH
2433 Superior Viaduct,Veterans Memorial Bridge,4.5,-81.704106,44113,HhOMGHcKBAeSw-z6jCKl1g,41.493412,7,Landmarks & Historical Buildings|Public Services & Government,Cleveland,1,,,OH
3224 Prospect Ave E,Horizon Books,1.5,-81.6645003,44115,ljWAV1TGSvNPYHUr-ZoWbw,41.5010353,6,Books|Mags|Music & Video|Bookstores|Shopping,Cleveland,1,,RestaurantsPriceRange2@1,OH
3148 W 14th St,Tremont Animal Clinic,4.5,-81.6913959,44109,OlL2jF-uSHchb1JHN3fdLA,41.4686849,28,Veterinarians|Pets,Cleveland,1,Monday@8:30-18:0|Tuesday@7:30-19:30|Wednesday@7:30-18:30|Thursday@7:30-18:30|Friday@8:30-17:0|Saturday@8:30-12:30,,OH
50 Public Sq,Terminal Tower,4.0,-81.69383973,44113,70ThpWAeQV8PEyJXJNid4Q,41.49860589,24,Landmarks & Historical Buildings|Venues & Event Spaces|Public Services & Government|Event Planning & Services,Cleveland,1,Monday@11:0-19:0|Tuesday@11:0-19:0|Wednesday@11:0-19:0|Thursday@11:0-19:0|Friday@11:0-19:0|Saturday@11:0-19:0|Sunday@11:0-19:0,BusinessAcceptsCreditCards@True,OH
10825 East Blvd,Western Reserve Historical Society Research Library,4.0,-81.610474,44106,T-qIPuVyhKmAkV_H2BI6aQ,41.513508,5,Public Services & Government|Libraries,Cleveland,1,Tuesday@10:0-17:0|Wednesday@10:0-17:0|Thursday@10:0-17:0|Friday@10:0-17:0|Saturday@10:0-17:0|Sunday@12:0-17:0,WiFi@free,OH
78th Street Studios 1305 W 80th St Ste 220,Senjiva Studio,5.0,-81.74000857,44102,x9JWIv3Jh2wsCUZoowLf2w,41.48412169,22,Local Services|Sewing & Alterations,Cleveland,0,,"BusinessAcceptsCreditCards@True, BusinessAcceptsBitcoin@False",OH
6770 Brookpark Rd,B.A. Sweetie Candy,4.0,-81.7318641,44129,2xcnolaD9e6voXJnrbu_Hg,41.4202196,73,Candy Stores|Food|Specialty Food,Cleveland,1,Monday@10:0-20:0|Tuesday@10:0-20:0|Wednesday@10:0-20:0|Thursday@10:0-20:0|Friday@10:0-20:0|Saturday@10:0-20:0|Sunday@11:0-17:0,"BusinessAcceptsCreditCards@True, Caters@False, RestaurantsTakeOut@True, BikeParking@False, RestaurantsPriceRange2@2, BusinessParking@garage@False, street@False, validated@False, lot@True, valet@False",OH
13212 Shaker Sq Ste 100,To Clean For,1.0,-81.58981,44120,0OmycyZKmunLMHPnb7B23Q,41.483199,3,Home Cleaning|Home Services,Cleveland,1,,,OH
2197 Murray Hill Rd,Valentinos Pizza,4.0,-81.6006365,44106,FwS2grX_4u879hzjfYFakg,41.5036465,84,Restaurants|Pizza|Italian,Cleveland,1,Monday@11:0-23:0|Tuesday@11:0-23:0|Wednesday@11:0-23:0|Thursday@11:0-23:0|Friday@11:0-23:0|Saturday@12:0-23:0,,OH
1923 W 25th St,Nates Deli & Restaurant,4.5,-81.7039616,44113,WG3zvUktE1l3llwq3PPVVg,41.4852567,117,Restaurants|Delis|Middle Eastern,Cleveland,1,Monday@10:0-17:0|Tuesday@10:0-17:0|Wednesday@10:0-17:0|Thursday@10:0-17:0|Friday@10:0-17:0|Saturday@10:0-16:0,"BusinessParking@garage@False, street@True, validated@False, lot@False, valet@False, Caters@True, Alcohol@unone, WiFi@uno, BusinessAcceptsCreditCards@False, RestaurantsAttire@casual, RestaurantsTakeOut@True, RestaurantsReservations@False, GoodForKids@True, OutdoorSeating@False, NoiseLevel@uaverage, GoodForMeal@dessert@False, latenight@False, lunch@True, dinner@False, brunch@False, breakfast@False, RestaurantsGoodForGroups@True, Ambience@romantic@False, intimate@False, touristy@False, hipster@False, divey@False, classy@False, trendy@False, upscale@False, casual@True, BikeParking@True, RestaurantsDelivery@False, RestaurantsPriceRange2@1, RestaurantsTableService@True, HasTV@False",OH
14939 Puritas Ave,Cleveland Deli and Beverage,4.0,-81.8008714,44135,N5w41qCOYCxhmMX5C2XgUg,41.433372,4,Salad|Delis|Restaurants|Sandwiches|Diners|Food|Convenience Stores,Cleveland,1,Monday@10:30-20:0|Tuesday@10:30-20:0|Wednesday@10:30-20:0|Thursday@10:30-20:0|Friday@10:30-20:0|Saturday@10:30-20:0,"Alcohol@beer_and_wine, RestaurantsDelivery@False, GoodForKids@True, HasTV@False, BusinessAcceptsCreditCards@True, Caters@False, RestaurantsGoodForGroups@True, RestaurantsAttire@casual, BusinessParking@garage@False, street@False, validated@False, lot@False, valet@False, Ambience@romantic@False, intimate@False, classy@False, hipster@False, divey@False, touristy@False, trendy@False, upscale@False, casual@False, BikeParking@False, WiFi@no, RestaurantsPriceRange2@1, RestaurantsReservations@False, RestaurantsTakeOut@True, NoiseLevel@average, OutdoorSeating@False",OH
6501 Fleet Ave,The Red Chimney,3.5,-81.6447659,44105,OiS6K4IvKwxIcWlKVywG_w,41.4563071,38,American (Traditional)|Modern European|Restaurants|Breakfast & Brunch,Cleveland,1,Monday@5:0-21:0|Tuesday@5:0-21:0|Wednesday@5:0-21:0|Thursday@5:0-21:0|Friday@5:0-21:0|Saturday@5:0-21:0|Sunday@5:0-21:0,"RestaurantsAttire@ucasual, RestaurantsTakeOut@True, Alcohol@unone, GoodForKids@True, RestaurantsDelivery@False, RestaurantsPriceRange2@1, RestaurantsReservations@False, Ambience@touristy@False, hipster@False, romantic@False, divey@False, intimate@False, trendy@False, upscale@False, classy@False, casual@False, RestaurantsGoodForGroups@True, OutdoorSeating@False, NoiseLevel@uaverage, BusinessAcceptsCreditCards@False, HasTV@False, WiFi@no, BusinessParking@garage@False, street@True, validated@False, lot@True, valet@False, GoodForMeal@dessert@False, latenight@False, lunch@True, dinner@True, brunch@False, breakfast@True, Caters@False, BikeParking@True",OH
9500 Euclid Ave,Cedarland At the Clinic,3.5,-81.6211125,44195,MmHg20VupqMSQXL0jLNFmg,41.5025982,21,Middle Eastern|Restaurants,Cleveland,0,,"BusinessParking@garage@False, street@False, validated@False, lot@True, valet@False, GoodForKids@True, RestaurantsReservations@False, RestaurantsAttire@casual, RestaurantsDelivery@False, RestaurantsGoodForGroups@True, BusinessAcceptsCreditCards@True, RestaurantsPriceRange2@1, Ambience@romantic@False, intimate@False, touristy@False, hipster@False, divey@False, classy@False, trendy@False, upscale@False, casual@True, Alcohol@none, BYOBCorkage@no, WiFi@uno, OutdoorSeating@False, NoiseLevel@uquiet, HasTV@False, RestaurantsTakeOut@True",OH
1515 W 3rd St Fl 6,Lobby Lounge On 6,4.0,-81.694121,44113,hWgMbRQKIBrAw18-I0KJQQ,41.497126,5,Bars|Nightlife|Restaurants|Food|Tea Rooms|Lounges|American (Traditional),Cleveland,1,Monday@14:30-23:0|Tuesday@14:30-23:0|Wednesday@14:30-23:0|Thursday@14:30-23:0|Friday@14:30-0:0|Saturday@14:30-0:0|Sunday@14:0-22:0,"RestaurantsTakeOut@False, GoodForKids@False, RestaurantsGoodForGroups@False, NoiseLevel@uquiet, RestaurantsAttire@udressy, OutdoorSeating@False, Alcohol@ufull_bar, RestaurantsReservations@False, RestaurantsDelivery@False, BusinessAcceptsCreditCards@True, HasTV@True, RestaurantsPriceRange2@3",OH
6672 Pearl Rd,North Shore Tint Inc.,5.0,-81.781668,44130,5EQ8siSrcE6lyVn98dug-Q,41.3817112,4,Windows Installation|Home Services|Automotive|Home Window Tinting|Auto Glass Services,Cleveland,1,Monday@9:0-17:0|Tuesday@9:0-17:0|Wednesday@9:0-17:0|Thursday@9:0-17:0|Friday@9:0-17:0|Saturday@9:0-17:0,"BusinessAcceptsCreditCards@True, ByAppointmentOnly@True, BusinessAcceptsBitcoin@False",OH
1278 9th St,The Bingham,3.5,-81.70209068,44113,DIxu5ttHMX6RT_R0ValDjA,41.49893452,5,Home Services|Apartments|Real Estate,Cleveland,1,Monday@9:0-18:0|Tuesday@9:0-18:0|Wednesday@9:0-18:0|Thursday@9:0-18:0|Friday@9:0-18:0|Saturday@10:0-16:0,"ByAppointmentOnly@False, BusinessAcceptsCreditCards@True",OH
1305 W 80th St Ste 216,Bent Crayon,4.0,-81.7392273,44102,NwgoA4Wq2heK4U8j96FF7Q,41.4840851,14,Music & DVDs|Vinyl Records|Shopping|Books|Mags|Music & Video,Cleveland,1,Tuesday@11:0-18:0|Wednesday@11:0-17:0|Thursday@11:0-18:0|Friday@11:0-18:0|Saturday@11:0-18:0|Sunday@12:0-17:0,"RestaurantsPriceRange2@2, BikeParking@True, BusinessParking@garage@False, street@False, validated@False, lot@False, valet@False, BusinessAcceptsCreditCards@True",OH
1100 Carnegie Ave,The Dinner Detective,2.5,-81.6811465,44115,jhf5nALqdV208SjURLk6ig,41.4961516,3,Nightlife|Comedy Clubs|Dinner Theater|Arts & Entertainment|Restaurants|Performing Arts,Cleveland,1,Tuesday@11:0-18:0|Wednesday@11:0-18:0|Thursday@11:0-18:0|Friday@11:0-18:0|Saturday@11:0-15:0,"WheelchairAccessible@True, RestaurantsTableService@True, RestaurantsReservations@True, BusinessAcceptsCreditCards@True, Alcohol@ufull_bar, BusinessParking@garage@False, street@True, validated@False, lot@True, valet@True",OH
11636 Clifton Blvd,Geppettos Pizza & Ribs,1.5,-81.768538,44102,BxpWf0-aNxjpfdZcULR6vg,41.4876687,3,Restaurants|Pizza,Cleveland,0,,"RestaurantsTakeOut@True, BusinessAcceptsCreditCards@True, RestaurantsAttire@ucasual, RestaurantsPriceRange2@2, HasTV@True, NoiseLevel@uaverage, GoodForKids@True, RestaurantsDelivery@True, RestaurantsReservations@False, OutdoorSeating@True, Alcohol@ufull_bar, RestaurantsGoodForGroups@True, BusinessParking@garage@False, street@False, validated@False, lot@False, valet@False",OH
1176 Front Ave,FWD Dayclub+Nightclu,4.0,-81.70613162,44113,bpPhyLoJYmslK8S8WB3X0w,41.50043271,39,Nightlife|Arts & Entertainment|Bars|Music Venues|Dance Clubs|Adult Entertainment|Local Flavor,Cleveland,1,Thursday@18:0-23:0|Friday@21:0-2:30|Saturday@21:0-2:30|Sunday@12:0-19:30,"BikeParking@True, HappyHour@False, Alcohol@ufull_bar, NoiseLevel@uvery_loud, OutdoorSeating@True, GoodForDancing@True, CoatCheck@False, RestaurantsReservations@True, RestaurantsGoodForGroups@True, Music@dj@True, background_music@False, jukebox@False, live@False, video@False, karaoke@False, BusinessParking@garage@False, street@False, validated@False, lot@False, valet@True, HasTV@False, RestaurantsPriceRange2@2, GoodForKids@False, Ambience@romantic@False, intimate@False, classy@False, hipster@False, divey@False, touristy@False, trendy@True, upscale@False, casual@False, BestNights@monday@False, tuesday@False, friday@True, wednesday@False, thursday@False, sunday@False, saturday@True, BusinessAcceptsCreditCards@True",OH
2121 Euclid Ave SC 212A,Chilis,2.5,-81.67530234,44115,-prmBNT8sD8V2o2kXV6Ywg,41.50228939,7,Bars|Nightlife|Tex-Mex|American (Traditional)|American (New)|Restaurants,Cleveland,1,Monday@11:0-0:0|Tuesday@11:0-0:0|Wednesday@11:0-0:0|Thursday@11:0-0:0|Friday@11:0-22:0|Saturday@15:0-22:0|Sunday@15:0-23:0,,OH
751 Starkweather Ave,Wine & Design,4.5,-81.6820504,44113,KNVMahZH_7xDDjZz-K6lwg,41.4774176,3,Wine Tasting Room|Arts & Entertainment|Home Services|Beer|Wine & Spirits|Shopping|Interior Design|Home & Garden|Home Decor|Wineries|Food,Cleveland,1,Tuesday@12:0-19:0|Wednesday@12:0-19:0|Thursday@12:0-19:0|Friday@12:0-19:0|Saturday@11:0-18:0|Sunday@11:0-15:0,"RestaurantsPriceRange2@2, BikeParking@True, BusinessParking@garage@False, street@True, validated@False, lot@False, valet@False, BusinessAcceptsCreditCards@True",OH
13434 Cedar Rd,pizzaBOGO,4.0,-81.556872,44118,4xnVH2jTVwrsO88q_jHWWw,41.5011446,74,Pizza|Restaurants,Cleveland,1,Monday@10:30-23:0|Tuesday@10:30-23:0|Wednesday@10:30-23:0|Thursday@10:30-23:0|Friday@10:30-0:0|Saturday@10:30-0:0|Sunday@12:0-22:0,"NoiseLevel@average, BusinessAcceptsCreditCards@True, RestaurantsTakeOut@True, RestaurantsPriceRange2@1, OutdoorSeating@False, RestaurantsAttire@ucasual, BusinessParking@garage@False, street@True, validated@False, lot@True, valet@False, Ambience@romantic@False, intimate@False, touristy@False, hipster@False, divey@False, classy@False, trendy@False, upscale@False, casual@True, RestaurantsGoodForGroups@True, BikeParking@True, Alcohol@unone, RestaurantsReservations@False, HasTV@False, RestaurantsDelivery@True, GoodForKids@True, Caters@True, WiFi@uno, GoodForMeal@dessert@False, latenight@False, lunch@False, dinner@True, brunch@False, breakfast@False",OH
6855 W 130th St,India Grocer,2.5,-81.7836168,44130,1NenPFL_a_D_SSy5s4vP7g,41.3779228,6,Imported Food|Food|Ethnic Grocery|Specialty Food|Ethnic Food|Grocery|International Grocery,Cleveland,1,Monday@9:0-21:0|Tuesday@9:0-21:0|Wednesday@9:0-21:0|Thursday@9:0-21:0|Friday@9:0-21:0|Saturday@9:0-21:0|Sunday@9:0-21:0,"BusinessParking@garage@False, street@False, validated@False, lot@True, valet@False, BusinessAcceptsCreditCards@True, BikeParking@False, RestaurantsPriceRange2@1, RestaurantsTakeOut@False",OH
5345 Mayfield Rd,Foxs Sports Bar & Grille,3.5,-81.4867873,44124,KK-_ZcYPf8lSz2-7GBWZaw,41.5202974,19,Nightlife|Bars|Sports Bars|Dive Bars,Cleveland,1,,"RestaurantsGoodForGroups@True, Ambience@touristy@False, hipster@False, romantic@False, divey@True, intimate@False, trendy@False, upscale@False, classy@False, casual@True, Alcohol@ufull_bar, BusinessAcceptsCreditCards@True, OutdoorSeating@False, HasTV@True, HappyHour@True, BusinessParking@garage@False, street@False, validated@False, lot@False, valet@False, NoiseLevel@uaverage, Music@dj@False, background_music@False, no_music@False, jukebox@True, live@False, video@False, karaoke@False, BikeParking@False, RestaurantsReservations@False, RestaurantsPriceRange2@1, GoodForDancing@True",OH
2999 Payne Ave Ste 108,Tak Yuen Tong,5.0,-81.669681,44114,npi1YgbJfYDaelby9gzISg,41.5085099,3,Health & Medical|Nutritionists|Food|Specialty Food|Health Markets|Acupuncture,Cleveland,1,Monday@11:0-19:0|Tuesday@11:0-19:0|Wednesday@11:0-19:0|Thursday@11:0-19:0|Friday@11:0-19:0|Saturday@11:0-19:0|Sunday@11:0-19:0,"RestaurantsPriceRange2@2, ByAppointmentOnly@False, BusinessParking@garage@False, street@True, validated@False, lot@True, valet@False, BusinessAcceptsCreditCards@True",OH
527 Prospect Ave,Barrio,4.0,-81.68932227,44115,VH2BjFjc9usDquDgoHhptA,41.49840583,468,Restaurants|Mexican|Desserts|Food|Breakfast & Brunch,Cleveland,1,Monday@16:0-2:0|Tuesday@16:0-2:0|Wednesday@16:0-2:0|Thursday@16:0-2:0|Friday@11:0-2:0|Saturday@11:0-2:0|Sunday@11:0-2:0,"RestaurantsPriceRange2@2, NoiseLevel@uloud, RestaurantsAttire@casual, Alcohol@ufull_bar, Ambience@touristy@False, hipster@True, romantic@False, divey@False, intimate@False, trendy@True, upscale@False, classy@False, casual@True, RestaurantsDelivery@False, RestaurantsTableService@True, RestaurantsTakeOut@True, Caters@True, OutdoorSeating@True, BusinessAcceptsCreditCards@True, RestaurantsReservations@False, HasTV@True, GoodForMeal@dessert@False, latenight@True, lunch@True, dinner@True, brunch@False, breakfast@False, GoodForKids@True, BikeParking@True, RestaurantsGoodForGroups@True, BusinessParking@garage@False, street@True, validated@False, lot@False, valet@False, WiFi@no",OH
2100 Superior Via,Ponte Vecchio,4.0,-81.6786164,44113,8CRoFhyVzple6ji3S1_L-A,41.5073209,15,Restaurants|Italian,Cleveland,0,Monday@11:0-22:0|Tuesday@11:0-22:0|Wednesday@11:0-22:0|Thursday@11:0-22:0|Friday@11:0-22:30|Saturday@17:0-22:30,"GoodForKids@False, BusinessParking@garage@False, street@False, validated@False, lot@True, valet@False, RestaurantsTakeOut@True, RestaurantsReservations@True, RestaurantsDelivery@False, OutdoorSeating@True, RestaurantsGoodForGroups@True, RestaurantsPriceRange2@3, BusinessAcceptsCreditCards@True, Alcohol@ufull_bar, RestaurantsAttire@udressy",OH
2136 Murray Hill Rd,Algebra Tea House,4.0,-81.5997172,44106,9_0FtoabuC42T7AWDk5_sA,41.5053225,133,Restaurants|Tea Rooms|Food|Coffee & Tea|Cafes,Cleveland,1,Monday@10:0-23:0|Tuesday@10:0-23:0|Wednesday@10:0-23:0|Thursday@10:0-23:0|Friday@10:0-23:0|Saturday@10:0-23:0|Sunday@10:0-23:0,"RestaurantsDelivery@False, GoodForMeal@dessert@False, latenight@False, lunch@True, dinner@False, brunch@True, breakfast@False, RestaurantsReservations@False, OutdoorSeating@True, Ambience@touristy@False, hipster@False, romantic@False, divey@False, intimate@False, trendy@False, upscale@False, classy@False, casual@True, Alcohol@unone, NoiseLevel@uaverage, WiFi@ufree, BusinessAcceptsCreditCards@True, RestaurantsGoodForGroups@True, BikeParking@True, RestaurantsTakeOut@True, HasTV@False, BusinessParking@garage@False, street@True, validated@False, lot@False, valet@False, RestaurantsPriceRange2@1, GoodForKids@True, RestaurantsAttire@ucasual",OH
6101 Memphis Ave,Memphis Station Bar & Grill,2.5,-81.7292341,44144,vw9Mi29Y8oL5a8wgP820kQ,41.4397043,3,Sports Bars|Nightlife|Bars,Cleveland,0,Monday@11:0-2:30|Tuesday@11:0-2:30|Wednesday@11:0-2:30|Thursday@11:0-2:30|Friday@11:0-2:30|Saturday@11:0-2:30|Sunday@11:0-2:30,"OutdoorSeating@False, RestaurantsPriceRange2@1, HasTV@True, BusinessParking@garage@False, street@False, validated@False, lot@False, valet@False, Alcohol@ufull_bar, BikeParking@False, BusinessAcceptsCreditCards@True, RestaurantsGoodForGroups@True",OH
2556 W 6th St,Tremont Pointe Apartments,2.0,-81.6798383,44113,wi0GSdIQpgewT15NoFcSFw,41.4776003,4,Real Estate|Home Services|Apartments,Cleveland,1,Monday@9:0-18:0|Tuesday@9:0-18:0|Wednesday@9:0-18:0|Thursday@9:0-18:0|Friday@9:0-18:0|Saturday@10:0-14:0,,OH
21050 Lorain Rd,Fairview Laser Wash,1.5,-81.8534786,44126,uPaToI2LLlWD0BCUFRNi0g,41.4466527,8,Car Wash|Automotive,Cleveland,1,,,OH
